"biotypes"	"length"	"gc"
"ENSMUSG00000041272"	"protein_coding"	2326	45.21
"ENSMUSG00000048852"	"protein_coding"	3616	44.92
"ENSMUSG00000043801"	"pseudogene"	681	59.77
"ENSMUSG00000043800"	"pseudogene"	945	57.47
"ENSMUSG00000058402"	"protein_coding"	1944	41.83
"ENSMUSG00000058400"	"protein_coding"	1448	45.30
"ENSMUSG00000058407"	"protein_coding"	1547	46.10
"ENSMUSG00000024908"	"protein_coding"	4827	45.89
"ENSMUSG00000024905"	"protein_coding"	2060	53.92
"ENSMUSG00000024907"	"protein_coding"	712	53.93
"ENSMUSG00000024906"	"protein_coding"	1123	57.04
"ENSMUSG00000024901"	"protein_coding"	1073	60.34
"ENSMUSG00000024900"	"protein_coding"	4300	51.23
"ENSMUSG00000024903"	"protein_coding"	1573	52.44
"ENSMUSG00000024902"	"protein_coding"	2882	49.17
"ENSMUSG00000087478"	"lincRNA"	847	47.48
"ENSMUSG00000050312"	"protein_coding"	1615	46.36
"ENSMUSG00000087476"	"antisense"	471	51.17
"ENSMUSG00000087477"	"antisense"	346	53.18
"ENSMUSG00000087474"	"lincRNA"	1933	52.10
"ENSMUSG00000087475"	"lincRNA"	904	48.92
"ENSMUSG00000041278"	"protein_coding"	1301	48.53
"ENSMUSG00000087470"	"lincRNA"	3568	44.48
"ENSMUSG00000050310"	"protein_coding"	9311	42.52
"ENSMUSG00000004383"	"protein_coding"	3934	46.99
"ENSMUSG00000080846"	"pseudogene"	621	45.41
"ENSMUSG00000080847"	"pseudogene"	702	51.14
"ENSMUSG00000080844"	"pseudogene"	330	49.70
"ENSMUSG00000080845"	"pseudogene"	1348	47.55
"ENSMUSG00000080842"	"pseudogene"	607	50.25
"ENSMUSG00000080843"	"pseudogene"	896	52.79
"ENSMUSG00000080840"	"pseudogene"	1116	41.13
"ENSMUSG00000080841"	"pseudogene"	292	45.89
"ENSMUSG00000086078"	"antisense"	337	51.04
"ENSMUSG00000080848"	"pseudogene"	336	50.55
"ENSMUSG00000080849"	"pseudogene"	444	53.15
"ENSMUSG00000082569"	"pseudogene"	992	48.29
"ENSMUSG00000036158"	"protein_coding"	4114	51.90
"ENSMUSG00000082567"	"pseudogene"	1351	48.63
"ENSMUSG00000082566"	"pseudogene"	1175	46.04
"ENSMUSG00000082565"	"pseudogene"	642	56.07
"ENSMUSG00000082564"	"pseudogene"	528	53.03
"ENSMUSG00000082563"	"pseudogene"	458	40.61
"ENSMUSG00000082562"	"pseudogene"	424	51.89
"ENSMUSG00000082561"	"pseudogene"	556	56.12
"ENSMUSG00000082560"	"pseudogene"	702	39.74
"ENSMUSG00000075934"	"snRNA"	106	37.74
"ENSMUSG00000005656"	"protein_coding"	1928	43.67
"ENSMUSG00000081801"	"pseudogene"	1253	52.67
"ENSMUSG00000096030"	"snRNA"	107	44.86
"ENSMUSG00000026504"	"protein_coding"	2041	50.68
"ENSMUSG00000026502"	"protein_coding"	2459	45.62
"ENSMUSG00000033306"	"protein_coding"	15313	42.77
"ENSMUSG00000096032"	"protein_coding"	684	45.76
"ENSMUSG00000026509"	"protein_coding"	3200	51.47
"ENSMUSG00000096033"	"retrotransposed"	252	48.02
"ENSMUSG00000081800"	"pseudogene"	192	52.08
"ENSMUSG00000096034"	"protein_coding"	684	46.49
"ENSMUSG00000094173"	"miRNA"	60	51.67
"ENSMUSG00000094172"	"protein_coding"	1446	47.23
"ENSMUSG00000094171"	"miRNA"	71	60.56
"ENSMUSG00000094170"	"protein_coding"	498	36.35
"ENSMUSG00000094177"	"pseudogene"	377	43.77
"ENSMUSG00000094176"	"IG_V_gene"	344	48.84
"ENSMUSG00000094175"	"miRNA"	121	49.59
"ENSMUSG00000094174"	"protein_coding"	297	43.43
"ENSMUSG00000094179"	"snoRNA"	72	40.28
"ENSMUSG00000094178"	"rRNA"	119	60.50
"ENSMUSG00000012428"	"protein_coding"	3140	44.65
"ENSMUSG00000047003"	"protein_coding"	2170	52.78
"ENSMUSG00000047002"	"protein_coding"	567	59.44
"ENSMUSG00000096060"	"protein_coding"	627	44.66
"ENSMUSG00000085728"	"lincRNA"	423	51.77
"ENSMUSG00000085724"	"sense_intronic"	251	42.63
"ENSMUSG00000085725"	"antisense"	761	56.37
"ENSMUSG00000085720"	"protein_coding"	351	69.23
"ENSMUSG00000085721"	"lincRNA"	344	50.87
"ENSMUSG00000085722"	"pseudogene"	853	42.20
"ENSMUSG00000012422"	"protein_coding"	3818	39.80
"ENSMUSG00000009927"	"protein_coding"	683	45.97
"ENSMUSG00000029851"	"protein_coding"	2706	50.71
"ENSMUSG00000029859"	"protein_coding"	3273	55.18
"ENSMUSG00000077264"	"snoRNA"	132	51.52
"ENSMUSG00000077265"	"snRNA"	104	38.46
"ENSMUSG00000081038"	"pseudogene"	285	45.96
"ENSMUSG00000077261"	"snoRNA"	66	33.33
"ENSMUSG00000077262"	"rRNA"	100	52.00
"ENSMUSG00000077263"	"snoRNA"	126	50.00
"ENSMUSG00000081034"	"pseudogene"	1001	52.95
"ENSMUSG00000081035"	"pseudogene"	934	40.26
"ENSMUSG00000081036"	"pseudogene"	635	42.83
"ENSMUSG00000081037"	"pseudogene"	1123	52.96
"ENSMUSG00000077268"	"snoRNA"	133	53.38
"ENSMUSG00000077269"	"snoRNA"	132	44.70
"ENSMUSG00000081033"	"pseudogene"	1480	39.80
"ENSMUSG00000056412"	"pseudogene"	449	53.27
"ENSMUSG00000058981"	"protein_coding"	1063	44.50
"ENSMUSG00000006678"	"protein_coding"	2564	42.75
"ENSMUSG00000006673"	"protein_coding"	3300	49.02
"ENSMUSG00000056411"	"protein_coding"	2034	53.29
"ENSMUSG00000016319"	"protein_coding"	998	48.35
"ENSMUSG00000006676"	"protein_coding"	4690	56.75
"ENSMUSG00000006675"	"protein_coding"	1810	59.83
"ENSMUSG00000047911"	"protein_coding"	997	52.36
"ENSMUSG00000047910"	"protein_coding"	5268	43.00
"ENSMUSG00000078177"	"protein_coding"	810	51.98
"ENSMUSG00000078173"	"protein_coding"	1237	51.67
"ENSMUSG00000078179"	"protein_coding"	1239	46.41
"ENSMUSG00000064349"	"Mt_tRNA"	66	36.36
"ENSMUSG00000064348"	"Mt_tRNA"	71	33.80
"ENSMUSG00000064347"	"Mt_tRNA"	69	33.33
"ENSMUSG00000014226"	"protein_coding"	2115	40.71
"ENSMUSG00000064345"	"protein_coding"	1038	35.74
"ENSMUSG00000064344"	"Mt_tRNA"	69	44.93
"ENSMUSG00000064343"	"Mt_tRNA"	71	36.62
"ENSMUSG00000064342"	"Mt_tRNA"	69	27.54
"ENSMUSG00000064341"	"protein_coding"	957	37.62
"ENSMUSG00000064340"	"Mt_tRNA"	75	44.00
"ENSMUSG00000083766"	"pseudogene"	411	48.66
"ENSMUSG00000088511"	"snRNA"	110	51.82
"ENSMUSG00000083764"	"pseudogene"	1582	45.83
"ENSMUSG00000088514"	"misc_RNA"	302	49.34
"ENSMUSG00000083763"	"pseudogene"	448	56.25
"ENSMUSG00000083760"	"pseudogene"	683	48.17
"ENSMUSG00000088517"	"snRNA"	104	36.54
"ENSMUSG00000088518"	"snoRNA"	115	39.13
"ENSMUSG00000088519"	"snoRNA"	117	44.44
"ENSMUSG00000083768"	"pseudogene"	388	50.77
"ENSMUSG00000083769"	"pseudogene"	302	48.68
"ENSMUSG00000001542"	"protein_coding"	3647	42.72
"ENSMUSG00000087861"	"snRNA"	63	33.33
"ENSMUSG00000087860"	"misc_RNA"	281	51.25
"ENSMUSG00000087863"	"misc_RNA"	327	45.26
"ENSMUSG00000045518"	"protein_coding"	4776	59.13
"ENSMUSG00000087867"	"snoRNA"	132	47.73
"ENSMUSG00000087869"	"misc_RNA"	308	47.08
"ENSMUSG00000045515"	"protein_coding"	3062	59.76
"ENSMUSG00000045514"	"protein_coding"	1061	45.81
"ENSMUSG00000037685"	"protein_coding"	2060	46.54
"ENSMUSG00000037683"	"protein_coding"	2800	48.13
"ENSMUSG00000009214"	"protein_coding"	1296	54.12
"ENSMUSG00000080076"	"pseudogene"	363	70.43
"ENSMUSG00000009216"	"protein_coding"	2959	57.22
"ENSMUSG00000080073"	"pseudogene"	651	45.62
"ENSMUSG00000080072"	"pseudogene"	778	47.17
"ENSMUSG00000080071"	"pseudogene"	800	41.88
"ENSMUSG00000037681"	"protein_coding"	4491	52.35
"ENSMUSG00000080078"	"pseudogene"	3510	50.51
"ENSMUSG00000015579"	"protein_coding"	1525	67.08
"ENSMUSG00000015575"	"protein_coding"	1803	47.42
"ENSMUSG00000078793"	"protein_coding"	2788	43.50
"ENSMUSG00000078795"	"protein_coding"	1391	48.31
"ENSMUSG00000078794"	"protein_coding"	2828	67.19
"ENSMUSG00000078796"	"protein_coding"	4561	56.04
"ENSMUSG00000078799"	"protein_coding"	980	40.31
"ENSMUSG00000078798"	"protein_coding"	1021	40.94
"ENSMUSG00000046688"	"protein_coding"	1547	48.34
"ENSMUSG00000083182"	"pseudogene"	363	53.72
"ENSMUSG00000083183"	"pseudogene"	1581	45.29
"ENSMUSG00000083180"	"pseudogene"	710	50.42
"ENSMUSG00000083181"	"pseudogene"	193	49.22
"ENSMUSG00000083186"	"pseudogene"	600	44.50
"ENSMUSG00000083184"	"pseudogene"	306	53.27
"ENSMUSG00000083185"	"pseudogene"	922	41.54
"ENSMUSG00000079222"	"protein_coding"	1205	45.31
"ENSMUSG00000079223"	"pseudogene"	862	45.57
"ENSMUSG00000083188"	"pseudogene"	1010	49.31
"ENSMUSG00000079227"	"protein_coding"	922	41.58
"ENSMUSG00000079224"	"pseudogene"	375	41.57
"ENSMUSG00000079225"	"pseudogene"	441	48.53
"ENSMUSG00000065915"	"snRNA"	107	43.93
"ENSMUSG00000065916"	"snRNA"	156	41.67
"ENSMUSG00000065911"	"misc_RNA"	338	53.85
"ENSMUSG00000065913"	"snRNA"	107	45.79
"ENSMUSG00000065919"	"snRNA"	106	44.34
"ENSMUSG00000010064"	"protein_coding"	2735	55.65
"ENSMUSG00000010067"	"protein_coding"	1591	54.01
"ENSMUSG00000010066"	"protein_coding"	3681	55.87
"ENSMUSG00000000631"	"protein_coding"	4081	57.43
"ENSMUSG00000000632"	"protein_coding"	2635	58.32
"ENSMUSG00000093378"	"processed_transcript"	474	42.30
"ENSMUSG00000093379"	"protein_coding"	523	39.59
"ENSMUSG00000081858"	"pseudogene"	940	44.68
"ENSMUSG00000081859"	"pseudogene"	996	50.70
"ENSMUSG00000081856"	"pseudogene"	718	41.23
"ENSMUSG00000093371"	"miRNA"	102	47.06
"ENSMUSG00000081854"	"pseudogene"	858	45.69
"ENSMUSG00000081855"	"pseudogene"	591	47.73
"ENSMUSG00000081852"	"pseudogene"	298	47.32
"ENSMUSG00000081853"	"pseudogene"	670	51.64
"ENSMUSG00000093376"	"protein_coding"	997	37.11
"ENSMUSG00000093377"	"pseudogene"	424	44.58
"ENSMUSG00000066257"	"protein_coding"	1005	39.20
"ENSMUSG00000066252"	"protein_coding"	1881	49.23
"ENSMUSG00000066258"	"protein_coding"	1517	44.82
"ENSMUSG00000076430"	"protein_coding"	1187	46.50
"ENSMUSG00000014769"	"protein_coding"	1036	47.68
"ENSMUSG00000014763"	"protein_coding"	4518	47.90
"ENSMUSG00000014767"	"protein_coding"	2131	46.88
"ENSMUSG00000090119"	"pseudogene"	669	48.13
"ENSMUSG00000090118"	"processed_transcript"	1119	63.54
"ENSMUSG00000090111"	"pseudogene"	189	52.91
"ENSMUSG00000090110"	"protein_coding"	671	43.70
"ENSMUSG00000055657"	"protein_coding"	1478	57.22
"ENSMUSG00000090112"	"protein_coding"	4705	42.86
"ENSMUSG00000090115"	"protein_coding"	2679	49.20
"ENSMUSG00000090114"	"pseudogene"	451	47.01
"ENSMUSG00000055653"	"protein_coding"	2048	47.18
"ENSMUSG00000055652"	"protein_coding"	3379	56.37
"ENSMUSG00000002280"	"protein_coding"	1526	55.36
"ENSMUSG00000040078"	"pseudogene"	992	39.26
"ENSMUSG00000072722"	"protein_coding"	2313	51.92
"ENSMUSG00000038793"	"protein_coding"	1101	61.19
"ENSMUSG00000052026"	"protein_coding"	3342	56.85
"ENSMUSG00000052025"	"pseudogene"	687	44.03
"ENSMUSG00000038792"	"lincRNA"	986	51.01
"ENSMUSG00000061704"	"protein_coding"	1004	41.93
"ENSMUSG00000025507"	"protein_coding"	2729	58.30
"ENSMUSG00000025504"	"protein_coding"	1158	57.68
"ENSMUSG00000025505"	"protein_coding"	1162	53.77
"ENSMUSG00000025503"	"protein_coding"	945	53.51
"ENSMUSG00000025500"	"protein_coding"	2063	55.79
"ENSMUSG00000017868"	"protein_coding"	2058	50.95
"ENSMUSG00000025508"	"protein_coding"	580	52.59
"ENSMUSG00000025509"	"protein_coding"	1548	57.33
"ENSMUSG00000056300"	"protein_coding"	2189	37.30
"ENSMUSG00000056306"	"protein_coding"	2991	48.14
"ENSMUSG00000056305"	"protein_coding"	1497	49.90
"ENSMUSG00000065287"	"snoRNA"	133	52.63
"ENSMUSG00000065281"	"snoRNA"	72	34.72
"ENSMUSG00000065280"	"snoRNA"	76	39.47
"ENSMUSG00000065283"	"snoRNA"	132	47.73
"ENSMUSG00000065282"	"snoRNA"	131	49.62
"ENSMUSG00000089690"	"pseudogene"	314	45.54
"ENSMUSG00000023830"	"protein_coding"	2549	52.12
"ENSMUSG00000023832"	"protein_coding"	1625	50.75
"ENSMUSG00000057657"	"protein_coding"	432	55.32
"ENSMUSG00000057654"	"protein_coding"	1050	49.88
"ENSMUSG00000057650"	"protein_coding"	605	51.07
"ENSMUSG00000089697"	"antisense"	2742	49.20
"ENSMUSG00000052688"	"protein_coding"	1170	50.21
"ENSMUSG00000065132"	"snRNA"	107	45.79
"ENSMUSG00000065130"	"snRNA"	105	40.95
"ENSMUSG00000052681"	"protein_coding"	2024	39.92
"ENSMUSG00000065138"	"snRNA"	107	45.79
"ENSMUSG00000038801"	"protein_coding"	436	53.21
"ENSMUSG00000035836"	"protein_coding"	2573	40.23
"ENSMUSG00000035835"	"protein_coding"	1543	60.24
"ENSMUSG00000035834"	"protein_coding"	1499	45.12
"ENSMUSG00000038805"	"protein_coding"	3696	57.09
"ENSMUSG00000038807"	"protein_coding"	4636	55.19
"ENSMUSG00000038806"	"protein_coding"	3173	46.39
"ENSMUSG00000053375"	"protein_coding"	1005	52.44
"ENSMUSG00000053080"	"protein_coding"	2760	64.49
"ENSMUSG00000053081"	"protein_coding"	823	59.66
"ENSMUSG00000076821"	"IG_V_gene"	333	49.25
"ENSMUSG00000076823"	"IG_V_gene"	267	51.31
"ENSMUSG00000076822"	"IG_V_gene"	353	44.76
"ENSMUSG00000076824"	"IG_V_gene"	280	48.21
"ENSMUSG00000076826"	"IG_V_gene"	331	49.85
"ENSMUSG00000052979"	"protein_coding"	300	59.00
"ENSMUSG00000052974"	"protein_coding"	1292	54.07
"ENSMUSG00000066537"	"protein_coding"	2592	40.66
"ENSMUSG00000068551"	"protein_coding"	1679	57.85
"ENSMUSG00000066538"	"pseudogene"	1071	45.54
"ENSMUSG00000052837"	"protein_coding"	1840	62.45
"ENSMUSG00000064664"	"snRNA"	86	39.53
"ENSMUSG00000064665"	"snoRNA"	106	37.74
"ENSMUSG00000064666"	"snoRNA"	137	53.28
"ENSMUSG00000070305"	"protein_coding"	2509	48.32
"ENSMUSG00000020022"	"protein_coding"	589	50.91
"ENSMUSG00000020023"	"protein_coding"	1935	52.19
"ENSMUSG00000020020"	"protein_coding"	2932	48.06
"ENSMUSG00000020021"	"protein_coding"	2983	48.85
"ENSMUSG00000064669"	"snRNA"	103	43.69
"ENSMUSG00000020029"	"protein_coding"	3231	46.55
"ENSMUSG00000021999"	"protein_coding"	1473	44.26
"ENSMUSG00000076796"	"IG_V_gene"	353	43.63
"ENSMUSG00000076795"	"IG_V_gene"	334	48.50
"ENSMUSG00000021994"	"protein_coding"	2293	52.76
"ENSMUSG00000021997"	"protein_coding"	2519	43.79
"ENSMUSG00000021996"	"protein_coding"	863	46.36
"ENSMUSG00000021991"	"protein_coding"	3691	49.15
"ENSMUSG00000021990"	"protein_coding"	2749	55.74
"ENSMUSG00000021993"	"protein_coding"	2403	50.73
"ENSMUSG00000092504"	"pseudogene"	745	46.44
"ENSMUSG00000019849"	"protein_coding"	2729	51.63
"ENSMUSG00000077925"	"miRNA"	82	48.78
"ENSMUSG00000083664"	"pseudogene"	228	44.30
"ENSMUSG00000077921"	"miRNA"	81	39.51
"ENSMUSG00000033295"	"protein_coding"	3662	57.59
"ENSMUSG00000033294"	"protein_coding"	984	57.67
"ENSMUSG00000010538"	"protein_coding"	555	51.14
"ENSMUSG00000076385"	"miRNA"	106	55.66
"ENSMUSG00000090691"	"protein_coding"	1248	42.30
"ENSMUSG00000039860"	"protein_coding"	1665	60.46
"ENSMUSG00000039865"	"protein_coding"	2559	49.43
"ENSMUSG00000090949"	"protein_coding"	2565	38.99
"ENSMUSG00000090946"	"protein_coding"	4155	46.31
"ENSMUSG00000090947"	"pseudogene"	489	44.17
"ENSMUSG00000090942"	"protein_coding"	3297	40.40
"ENSMUSG00000090941"	"pseudogene"	259	48.26
"ENSMUSG00000054537"	"protein_coding"	3416	39.96
"ENSMUSG00000030924"	"protein_coding"	1348	45.38
"ENSMUSG00000030922"	"protein_coding"	965	45.00
"ENSMUSG00000030921"	"protein_coding"	1345	41.71
"ENSMUSG00000030929"	"protein_coding"	2600	41.11
"ENSMUSG00000019143"	"protein_coding"	1285	48.86
"ENSMUSG00000019146"	"protein_coding"	5510	51.23
"ENSMUSG00000096470"	"protein_coding"	2063	39.89
"ENSMUSG00000036510"	"protein_coding"	3314	42.79
"ENSMUSG00000096472"	"protein_coding"	1271	55.78
"ENSMUSG00000096473"	"snoRNA"	72	41.67
"ENSMUSG00000096474"	"retrotransposed"	483	56.73
"ENSMUSG00000096475"	"snoRNA"	94	44.68
"ENSMUSG00000096476"	"pseudogene"	331	54.08
"ENSMUSG00000033740"	"protein_coding"	2300	44.55
"ENSMUSG00000096478"	"IG_V_gene"	333	52.25
"ENSMUSG00000096479"	"snRNA"	107	42.06
"ENSMUSG00000096088"	"pseudogene"	382	53.14
"ENSMUSG00000072235"	"protein_coding"	1057	53.46
"ENSMUSG00000020277"	"protein_coding"	1354	57.29
"ENSMUSG00000062543"	"protein_coding"	1133	55.60
"ENSMUSG00000062542"	"protein_coding"	2519	54.26
"ENSMUSG00000062546"	"protein_coding"	890	43.60
"ENSMUSG00000062545"	"protein_coding"	1797	56.12
"ENSMUSG00000096086"	"retrotransposed"	582	47.25
"ENSMUSG00000020273"	"protein_coding"	2420	40.33
"ENSMUSG00000020272"	"protein_coding"	2844	55.59
"ENSMUSG00000096083"	"protein_coding"	399	41.35
"ENSMUSG00000073542"	"protein_coding"	3979	43.35
"ENSMUSG00000092157"	"protein_coding"	66	48.48
"ENSMUSG00000003418"	"protein_coding"	4086	44.09
"ENSMUSG00000092276"	"processed_transcript"	364	52.21
"ENSMUSG00000026078"	"protein_coding"	1706	43.02
"ENSMUSG00000026077"	"protein_coding"	1730	57.95
"ENSMUSG00000003411"	"protein_coding"	1472	51.56
"ENSMUSG00000026074"	"protein_coding"	5701	52.36
"ENSMUSG00000026073"	"protein_coding"	1337	48.92
"ENSMUSG00000026072"	"protein_coding"	4784	44.66
"ENSMUSG00000026070"	"protein_coding"	2967	45.02
"ENSMUSG00000030214"	"protein_coding"	1591	48.67
"ENSMUSG00000030216"	"protein_coding"	1134	45.57
"ENSMUSG00000030217"	"protein_coding"	2517	49.94
"ENSMUSG00000030213"	"protein_coding"	4525	50.28
"ENSMUSG00000069631"	"protein_coding"	1958	49.92
"ENSMUSG00000069633"	"protein_coding"	1510	53.47
"ENSMUSG00000030218"	"protein_coding"	598	50.84
"ENSMUSG00000030219"	"protein_coding"	1253	49.51
"ENSMUSG00000072494"	"protein_coding"	1904	63.63
"ENSMUSG00000049516"	"protein_coding"	5223	44.63
"ENSMUSG00000049515"	"protein_coding"	4165	61.48
"ENSMUSG00000038028"	"protein_coding"	3651	49.30
"ENSMUSG00000072492"	"pseudogene"	1164	51.13
"ENSMUSG00000038023"	"protein_coding"	3019	52.57
"ENSMUSG00000038022"	"protein_coding"	4270	52.95
"ENSMUSG00000038020"	"protein_coding"	2723	54.69
"ENSMUSG00000038026"	"protein_coding"	3270	58.26
"ENSMUSG00000038025"	"protein_coding"	5260	55.84
"ENSMUSG00000038024"	"protein_coding"	3659	45.44
"ENSMUSG00000047945"	"protein_coding"	1605	58.19
"ENSMUSG00000095969"	"snRNA"	164	55.49
"ENSMUSG00000070896"	"protein_coding"	468	48.50
"ENSMUSG00000070892"	"protein_coding"	2475	42.42
"ENSMUSG00000040620"	"protein_coding"	2120	50.11
"ENSMUSG00000070890"	"protein_coding"	1452	45.45
"ENSMUSG00000070891"	"protein_coding"	792	51.89
"ENSMUSG00000094961"	"protein_coding"	627	44.82
"ENSMUSG00000084404"	"pseudogene"	352	50.28
"ENSMUSG00000083155"	"pseudogene"	335	42.69
"ENSMUSG00000090868"	"IG_V_gene"	307	55.37
"ENSMUSG00000095968"	"protein_coding"	498	51.00
"ENSMUSG00000063394"	"protein_coding"	1011	42.33
"ENSMUSG00000095382"	"miRNA"	109	57.80
"ENSMUSG00000022314"	"protein_coding"	3604	45.06
"ENSMUSG00000022315"	"protein_coding"	1971	45.31
"ENSMUSG00000022312"	"protein_coding"	1253	50.84
"ENSMUSG00000022313"	"protein_coding"	1255	48.72
"ENSMUSG00000022311"	"protein_coding"	6362	41.55
"ENSMUSG00000090865"	"pseudogene"	556	44.96
"ENSMUSG00000035983"	"protein_coding"	748	51.81
"ENSMUSG00000035198"	"protein_coding"	1327	56.01
"ENSMUSG00000035199"	"protein_coding"	1442	49.03
"ENSMUSG00000035191"	"protein_coding"	1561	42.44
"ENSMUSG00000069094"	"protein_coding"	1622	47.78
"ENSMUSG00000088512"	"snoRNA"	126	42.06
"ENSMUSG00000048755"	"protein_coding"	1893	58.95
"ENSMUSG00000048644"	"protein_coding"	1224	59.40
"ENSMUSG00000046229"	"protein_coding"	759	68.38
"ENSMUSG00000043618"	"pseudogene"	447	50.11
"ENSMUSG00000048647"	"protein_coding"	3956	50.23
"ENSMUSG00000048643"	"protein_coding"	168	50.60
"ENSMUSG00000043613"	"protein_coding"	1798	45.94
"ENSMUSG00000046223"	"protein_coding"	1396	54.73
"ENSMUSG00000043614"	"protein_coding"	1415	65.61
"ENSMUSG00000068948"	"pseudogene"	254	46.85
"ENSMUSG00000068940"	"protein_coding"	1043	49.19
"ENSMUSG00000068947"	"protein_coding"	930	47.20
"ENSMUSG00000089917"	"protein_coding"	834	53.12
"ENSMUSG00000089916"	"lincRNA"	781	55.70
"ENSMUSG00000089914"	"antisense"	536	43.47
"ENSMUSG00000089911"	"protein_coding"	1095	44.33
"ENSMUSG00000089910"	"pseudogene"	372	49.19
"ENSMUSG00000077677"	"snRNA"	104	43.27
"ENSMUSG00000077675"	"snoRNA"	131	48.09
"ENSMUSG00000077674"	"snoRNA"	132	43.94
"ENSMUSG00000077673"	"snoRNA"	131	49.62
"ENSMUSG00000077672"	"snoRNA"	132	50.76
"ENSMUSG00000077671"	"snoRNA"	131	48.09
"ENSMUSG00000045751"	"protein_coding"	2306	46.09
"ENSMUSG00000045750"	"protein_coding"	2978	45.43
"ENSMUSG00000045752"	"protein_coding"	1102	60.07
"ENSMUSG00000045757"	"protein_coding"	2456	52.50
"ENSMUSG00000088068"	"snRNA"	101	47.52
"ENSMUSG00000034826"	"protein_coding"	748	50.88
"ENSMUSG00000034825"	"protein_coding"	3918	44.83
"ENSMUSG00000081422"	"pseudogene"	240	41.67
"ENSMUSG00000034820"	"protein_coding"	3604	49.00
"ENSMUSG00000088060"	"snoRNA"	143	44.76
"ENSMUSG00000088062"	"rRNA"	131	44.27
"ENSMUSG00000088063"	"snRNA"	103	49.51
"ENSMUSG00000088064"	"snRNA"	158	48.73
"ENSMUSG00000088065"	"snRNA"	64	31.25
"ENSMUSG00000034829"	"protein_coding"	2531	52.29
"ENSMUSG00000088067"	"snRNA"	103	36.89
"ENSMUSG00000090523"	"protein_coding"	1621	52.46
"ENSMUSG00000071855"	"protein_coding"	2801	42.09
"ENSMUSG00000071856"	"protein_coding"	7841	48.92
"ENSMUSG00000071858"	"protein_coding"	748	41.71
"ENSMUSG00000090527"	"protein_coding"	1303	38.91
"ENSMUSG00000042258"	"protein_coding"	1366	49.61
"ENSMUSG00000042254"	"protein_coding"	4140	53.53
"ENSMUSG00000042256"	"protein_coding"	6890	42.74
"ENSMUSG00000042251"	"protein_coding"	1608	49.14
"ENSMUSG00000042250"	"protein_coding"	1645	49.21
"ENSMUSG00000007880"	"protein_coding"	4765	52.68
"ENSMUSG00000007888"	"protein_coding"	858	61.35
"ENSMUSG00000044487"	"protein_coding"	957	38.77
"ENSMUSG00000044485"	"protein_coding"	863	50.41
"ENSMUSG00000044480"	"protein_coding"	1372	49.13
"ENSMUSG00000045282"	"protein_coding"	1220	55.00
"ENSMUSG00000045281"	"protein_coding"	2144	56.58
"ENSMUSG00000074749"	"protein_coding"	1092	45.59
"ENSMUSG00000045287"	"protein_coding"	3525	56.91
"ENSMUSG00000045284"	"protein_coding"	3502	47.37
"ENSMUSG00000045288"	"protein_coding"	3306	59.56
"ENSMUSG00000024008"	"protein_coding"	3045	54.28
"ENSMUSG00000024006"	"protein_coding"	1145	46.25
"ENSMUSG00000024007"	"protein_coding"	920	54.55
"ENSMUSG00000074322"	"protein_coding"	2403	36.45
"ENSMUSG00000096332"	"protein_coding"	498	36.35
"ENSMUSG00000036412"	"protein_coding"	2975	58.39
"ENSMUSG00000044150"	"protein_coding"	1399	42.17
"ENSMUSG00000044155"	"protein_coding"	1667	41.11
"ENSMUSG00000044156"	"protein_coding"	2229	43.11
"ENSMUSG00000001833"	"protein_coding"	2533	39.46
"ENSMUSG00000041505"	"protein_coding"	952	50.61
"ENSMUSG00000041506"	"protein_coding"	890	58.07
"ENSMUSG00000050087"	"protein_coding"	717	62.97
"ENSMUSG00000079409"	"protein_coding"	1118	41.02
"ENSMUSG00000024359"	"protein_coding"	1312	42.35
"ENSMUSG00000082804"	"pseudogene"	552	48.19
"ENSMUSG00000082806"	"pseudogene"	668	57.49
"ENSMUSG00000087835"	"snRNA"	102	34.31
"ENSMUSG00000082800"	"pseudogene"	329	40.43
"ENSMUSG00000040675"	"protein_coding"	2895	50.52
"ENSMUSG00000051156"	"protein_coding"	960	49.58
"ENSMUSG00000051154"	"protein_coding"	627	43.42
"ENSMUSG00000051153"	"protein_coding"	957	38.45
"ENSMUSG00000082803"	"pseudogene"	121	57.02
"ENSMUSG00000051159"	"protein_coding"	696	59.90
"ENSMUSG00000080657"	"miRNA"	127	35.43
"ENSMUSG00000080655"	"miRNA"	93	34.41
"ENSMUSG00000080654"	"miRNA"	119	47.06
"ENSMUSG00000080653"	"miRNA"	119	42.86
"ENSMUSG00000080651"	"miRNA"	88	37.50
"ENSMUSG00000080659"	"miRNA"	121	49.59
"ENSMUSG00000000876"	"protein_coding"	1674	51.89
"ENSMUSG00000085029"	"antisense"	574	37.46
"ENSMUSG00000085028"	"pseudogene"	2059	54.91
"ENSMUSG00000085027"	"lincRNA"	696	42.82
"ENSMUSG00000085026"	"antisense"	1271	48.86
"ENSMUSG00000085025"	"lincRNA"	411	46.23
